evaluation,normalized_target,original_target,model,scaler,reduction,rows,features,test_rows,mae_original,rmse_original,r2_original,relative_mae_original,include_benchmark_onehot,folds,mae_original_std,rmse_original_std,r2_original_std,relative_mae_original_std,groups
kfold,delay_ratio,openroad_critical_path_delay,gpr_rq,standard,none,18,81,,1.860838387931371,2.262661317980068,-17.12383961065189,0.5285957492248343,True,5.0,1.5420409695585944,2.0494895358435024,19.19540838843399,0.5185948742842271,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rq,standard,none,18,81,,1.0708090971951842,1.071563798476886,-666.76258942298,0.361022525084183,True,,1.0215991595600404,1.022149676133781,,0.46703612345966367,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,select_k_5,18,81,5.0,3.683433322128073,4.6829191529732235,-14.312345397033754,0.8391808576563279,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,select_k_5,18,81,,2.0563437476982145,2.466519423749879,-40.222907976317785,0.5807150395603482,True,5.0,1.6296742584543142,2.0681913335336395,48.99472522747872,0.5576620110038257,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,select_k_5,18,81,,1.0673479889161495,1.0705067575321945,-1106.2008738340419,0.32449501652504736,True,,0.8649489606097862,0.8695741596007277,,0.37403987097697955,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,select_k_5,18,81,5.0,3.5020817304371183,4.481576583860172,-13.023939879333323,0.7978643002645327,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,select_k_5,18,81,,1.675132860190762,1.9916665989599647,-25.024520046214114,0.4329060625490907,True,5.0,1.386870987314952,1.689531500354014,36.84930394333424,0.36084542312529394,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,select_k_5,18,81,,1.0261296930845614,1.0289627361471898,-1082.7019840863024,0.30994689293245914,True,,0.779990198020881,0.7846646456622206,,0.3382003457847804,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,select_k_5,18,81,5.0,2.8007308475333392,3.717559138887322,-8.649930125474315,0.6380785286862976,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,select_k_5,18,81,,1.422521316392272,1.6773718674108011,-16.890789114396036,0.36159907720927315,True,5.0,1.1160380779591696,1.405121589470477,27.436531283614606,0.2834703342144776,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,select_k_5,18,81,,0.9033401894297766,0.9048211980789506,-976.4452106967075,0.2642307496114258,True,,0.6187426262640968,0.6218777075843696,,0.2641677765716936,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,select_k_5,18,81,5.0,3.650655610018646,4.615382410417891,-13.873863029852233,0.8317132517152193,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,select_k_5,18,81,,2.0899969127208107,2.5026988066772655,-42.52711408256805,0.5957212583778937,True,5.0,1.6606076041635456,2.1089219612185266,52.6442599376607,0.5858494763470548,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,select_k_5,18,81,,1.0716319217785146,1.074783716027823,-1105.703414583182,0.3259834186369535,True,,0.8719196632655083,0.8764798809500125,,0.37743354127088863,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,select_k_5,18,81,5.0,3.6167268410726434,4.5587145700037555,-13.510861558267193,0.8239834054187536,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,select_k_5,18,81,,2.0452190237535617,2.4457423179521953,-40.405214092533335,0.5789243820771951,True,5.0,1.6064347308116758,2.03374685614083,49.616404862540094,0.5574887126839121,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,select_k_5,18,81,,1.068390623194332,1.0715004224437266,-1102.7030609923377,0.3252042660972643,True,,0.8694638431836127,0.8739780365726543,,0.37626290037078763,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,select_k_5,18,81,5.0,3.4737218100645975,4.323934000975035,-12.054688378760254,0.7914031809174537,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,select_k_5,18,81,,1.9694754594125254,2.3418446388819203,-38.12381781697348,0.5547581763555882,True,5.0,1.503950412394869,1.890663335196696,47.1556035793679,0.5228072931138205,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,select_k_5,18,81,,1.0661402226660512,1.0692209981041672,-1100.6243684384199,0.32461411993920597,True,,0.8658978813874704,0.8703897153274723,,0.3749634198260551,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,select_k_5,18,81,5.0,3.652857978980734,4.639218711996807,-14.02789290854022,0.8322150080150762,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,select_k_5,18,81,,1.7893686656219665,2.152420636359423,-29.011065937854745,0.47389411621889704,True,5.0,1.442759255277143,1.7792284502571518,38.2591646336724,0.40126050477303044,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,select_k_5,18,81,,1.051729656435382,1.0546581093578498,-1089.6439730136615,0.3201636466136221,True,,0.8354994452143717,0.8399404656829865,,0.3637287833728437,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,standard,select_k_5,18,81,5.0,3.6221895290695514,4.593472166091689,-13.732979173155679,0.8252279462580882,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,standard,select_k_5,18,81,,1.64397219729461,1.8439338272553347,-22.909378311681525,0.4154063589837905,True,5.0,1.4224725610498405,1.722233129274552,39.45668841586796,0.35245483937401356,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.5,standard,select_k_5,18,81,,1.0392500362892643,1.0419010900145613,-1069.3106318495004,0.31622041387298755,True,,0.794133419587657,0.7983408627087887,,0.35052775379315587,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,standard,select_k_5,18,81,5.0,3.582414593351229,4.532164255653913,-13.34232895352114,0.8161661927932412,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,standard,select_k_5,18,81,,1.6206129539820207,1.825629695636414,-23.471806134467258,0.40617527066319103,True,5.0,1.3989286839613946,1.6871558043414603,41.39289454341599,0.34287131272213833,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.8,standard,select_k_5,18,81,,1.0352569267111624,1.0376406979124544,-1049.2416677000058,0.31382668481681225,True,,0.7467538156793478,0.7507269237862283,,0.3370586914676868,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,standard,select_k_5,18,81,5.0,3.2660307916039457,4.156913454634357,-11.065639970647142,0.7440858245933187,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,standard,select_k_5,18,81,,1.6526095822283982,1.8494870813369395,-26.438256581492443,0.4224688602032519,True,5.0,1.2015415793256152,1.4803278596270677,46.22088103462182,0.31665440400690537,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.2,standard,select_k_5,18,81,,0.9850450047674512,0.9863190577172205,-958.1291830221016,0.2901544256321116,True,,0.5891369649177236,0.5917408871046399,,0.2796771345492355,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,standard,select_k_5,18,81,5.0,2.977337486013691,3.7424301401778224,-8.779480857119461,0.6783140636849652,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,standard,select_k_5,18,81,,1.789219313885993,1.9414908793251713,-27.592371845369364,0.4900803751021055,True,5.0,1.126764876908864,1.3244027198928547,40.45343678877703,0.40232976402288645,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.5,standard,select_k_5,18,81,,0.9410975922160395,0.9411528255416766,-800.9890206201237,0.27013557156405826,True,,0.6426223761487834,0.6427144398574414,,0.3008936163893514,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,standard,select_k_5,18,81,5.0,2.606450789003275,3.274684120806133,-6.487679115212191,0.5938165339969005,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,standard,select_k_5,18,81,,1.714441557226022,1.8522424446560606,-25.948535758386676,0.474349682830443,True,5.0,0.9884814443018863,1.144695965418418,37.616481478266,0.3932679728504254,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.1_l10.8,standard,select_k_5,18,81,,1.0901444795106667,1.0903586010364577,-709.4434158771518,0.3283442495959211,True,,0.6493634397612696,0.6496237204541614,,0.3356144541079229,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,standard,select_k_5,18,81,5.0,1.17987870130101,1.7316524939361582,-1.0937743833790958,0.26880671751000385,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,standard,select_k_5,18,81,,1.4076507244038472,1.555153535873709,-15.928721731017845,0.41740087439660617,True,5.0,0.9826953562240829,0.9843686447463867,21.51986661039876,0.45403919552009386,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.2,standard,select_k_5,18,81,,1.0902531151480197,1.0910078164297214,-666.76258942298,0.3620956311561028,True,,0.9800452223782462,0.9806031676266088,,0.45563474272249954,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,standard,select_k_5,18,81,5.0,1.0630938461538462,1.5076326148661963,-0.5870822874230788,0.2422001235165917,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,standard,select_k_5,18,81,,1.3595028539682539,1.5070078716642188,-13.836619433722685,0.40918506086946066,True,5.0,1.0380534045021814,1.0183432267420536,20.55121329683721,0.47051723583746846,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.5,standard,select_k_5,18,81,,1.0708090311418683,1.0715637324235703,-666.76258942298,0.36102251298698723,True,,1.021599195440381,1.0221497120466154,,0.4670361302327611,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,standard,select_k_5,18,81,5.0,1.0630938461538462,1.5076326148661963,-0.5870822874230788,0.2422001235165917,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,standard,select_k_5,18,81,,1.3595028539682539,1.5070078716642188,-13.836619433722685,0.40918506086946066,True,5.0,1.0380534045021814,1.0183432267420536,20.55121329683721,0.47051723583746846,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a1.0_l10.8,standard,select_k_5,18,81,,1.0708090311418683,1.0715637324235703,-666.76258942298,0.36102251298698723,True,,1.021599195440381,1.0221497120466154,,0.4670361302327611,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_matern,standard,select_k_5,18,81,5.0,0.7846171506711339,1.151591854889373,0.07401155865240616,0.1787559691868294,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_matern,standard,select_k_5,18,81,,1.1132479800285817,1.2799383526471544,-9.543809909493607,0.34897377623196135,True,5.0,1.0683590266951069,1.0640088365735811,18.474605001423054,0.4580793968072321,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_matern,standard,select_k_5,18,81,,0.6636451648683483,0.6646022137886405,-928.1331035845959,0.21068108595793625,True,,0.802937343866354,0.8047417598927711,,0.328839554355518,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rbf,standard,select_k_5,18,81,5.0,0.7184631852623145,1.0989598593464671,0.15671950361466958,0.16368439422560088,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_rbf,standard,select_k_5,18,81,,1.1054995492610182,1.3299975053788897,-14.67297696896845,0.34618878208742226,True,5.0,1.0244909662246775,0.9872721903065204,20.678732861311506,0.45760795322924935,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rbf,standard,select_k_5,18,81,,0.7036371044411485,0.7049399886562381,-960.7321774124368,0.21759648515827748,True,,0.8142460187912097,0.8166562790467086,,0.33181820848423743,17.0
random_split,delay_ratio,openroad_critical_path_delay,gpr_rq,standard,select_k_5,18,81,5.0,0.8372964369574424,1.3178640655557485,-0.2126895326663225,0.19075766564238708,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,gpr_rq,standard,select_k_5,18,81,,1.0836278503984338,1.2607757061837392,-10.201576694398298,0.32453571864339265,True,5.0,0.8678759340837217,0.8695096540705272,14.589399692114485,0.371315461157276,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,gpr_rq,standard,select_k_5,18,81,,0.6477345654425584,0.6491844736231223,-973.7444207824208,0.2011257816037405,True,,0.7953388967500944,0.798217362794267,,0.32145305107226513,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,select_k_10,18,81,5.0,3.6830116740988155,4.682535835770465,-14.309838736127531,0.8390847953894489,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,select_k_10,18,81,,4.891026837053016,7.512393434081224,-209.1073510061759,1.268229707822267,True,5.0,4.339592910046368,8.758606648489382,257.46867362594674,1.1053612524859762,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a0.1,standard,select_k_10,18,81,,3.432048180249334,3.435437895468442,-1122.5471821165224,0.9864920111978596,True,,9.304174597882843,9.303727593323709,,2.699173560982196,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,select_k_10,18,81,5.0,3.495499741993938,4.4768785594757015,-12.994552775552293,0.7963647539924039,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,select_k_10,18,81,,2.271884096650186,3.069241750537425,-33.775003614936296,0.5444299421541829,True,5.0,1.4626307879742129,2.5714568734462517,38.06683797185391,0.32002219228318046,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a1,standard,select_k_10,18,81,,1.8783566568840042,1.8820706670724603,-1145.1265145163813,0.5481817368282609,True,,3.3339109269783074,3.3344069504888902,,0.9947438851568422,17.0
random_split,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,select_k_10,18,81,5.0,2.7749992922147735,3.790152708899429,-9.030482246668388,0.6322162185064597,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,select_k_10,18,81,,1.7867528022687502,2.2572921844827634,-23.969665538698614,0.4587583843053582,True,5.0,0.9539697106085269,1.3238052637219526,33.57066227514703,0.28304183423888124,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,ridge_a10,standard,select_k_10,18,81,,1.2596874970779486,1.2620498230010806,-1047.6084454530987,0.3703758558982944,True,,1.44280011978101,1.444449355661077,,0.45923545068270655,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,select_k_10,18,81,5.0,3.650607517424973,4.615345505078187,-13.873625163203547,0.8317022949853219,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,select_k_10,18,81,,6.694088087885899,10.526174850385715,-451.2410818950174,1.790634706946068,True,5.0,6.708379598331504,13.118834516768523,581.6842865687113,1.825171246366629,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.2,standard,select_k_10,18,81,,4.1187334184648305,4.121565077320463,-1082.6008868468314,1.186039550204782,True,,12.012234174111867,12.01176384086981,,3.478155074893354,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,select_k_10,18,81,5.0,3.6167045595584413,4.558697861957092,-13.51075519156929,0.8239783291166836,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,select_k_10,18,81,,5.486870075842325,8.341410283080837,-280.6499501109457,1.486731341504358,True,5.0,4.879461575086343,9.367225398223015,330.1607625281767,1.450147747148553,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.5,standard,select_k_10,18,81,,3.0066892046360603,3.0101418485815783,-1126.9610244801936,0.8714764869162837,True,,7.460486992448472,7.460130280635054,,2.1717296037944833,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,select_k_10,18,81,5.0,3.473721417591853,4.323937198467159,-12.054707686306902,0.7914030915020671,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,select_k_10,18,81,,2.8225804738106284,3.3265206713838156,-101.43652160194134,0.8831518792411952,True,5.0,2.7178267087591,3.4322276358131902,166.19481386596433,1.1464372577776631,
groupkfold_by_benchmark,delay_ratio,openroad_critical_path_delay,elasticnet_a0.001_l10.8,standard,select_k_10,18,81,,1.1915233039660367,1.195194184192805,-1142.1465227064175,0.35011296677869247,True,,0.8148994115724038,0.8201630227585706,,0.37793789205122175,17.0
random_split,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,select_k_10,18,81,5.0,3.6522373084644344,4.638588053713265,-14.02380738399438,0.8320736033063059,True,,,,,,
kfold,delay_ratio,openroad_critical_path_delay,elasticnet_a0.01_l10.2,standard,select_k_10,18,81,,2.1914871990700875,2.8795581117589686,-32.88616930281434,0.5257668538068825,True,5.0,1.3986902442064808,2.23584246163018,41.40776140478793,0.3150647523226362,
